device_id,uptime_hours,failures,avg_latency_ms,error_rate
D1634,2654,5,237.12,0.0307
D1635,2386,3,191.27,0.0905
D1636,2264,2,268.01,0.0196
D1637,1429,3,277.69,0.0458
D1638,1795,7,241.58,0.0983
D1639,2986,5,265.15,0.0769
D1640,1401,3,154.78,0.0229
D1641,787,0,214.76,0.0389
D1642,946,1,215.62,0.0176
D1643,2663,3,93.86,0.0546
D1644,2198,1,188.31,0.027
D1645,1745,2,160.07,0.0757
D1646,1550,3,211.08,0.0863
D1647,1717,4,164.63,0.0049
D1648,2807,3,310.49,0.0314
D1649,2368,6,184.36,0.089
D1650,2306,4,251.55,0.0373
D1651,1924,1,223.15,0.0417
D1652,878,0,221.91,0.0678
D1653,578,0,43.07,0.0524
D1654,2492,2,193.15,0.0074
D1655,1189,2,92.7,0.0543
D1656,2682,3,135.3,0.0023
D1657,1884,1,300.16,0.0095
D1658,2376,4,211.14,0.0526
D1659,1895,6,259.42,0.0684
D1660,2357,4,200.88,0.0708
D1661,2114,4,290.52,0.0793
D1662,2727,5,219.96,0.0354
D1663,2612,0,131.28,0.0511
D1664,606,0,158.99,0.0274
D1665,1682,1,189.98,0.0927
D1666,1823,2,224.34,0.0592
D1667,1801,1,153.74,0.0519
D1668,1568,2,145.89,0.0476
D1669,604,0,256.09,0.0615
D1670,1350,1,174.98,0.0923
D1671,1127,0,263.63,0.0589
D1672,1069,3,221.97,0.0117
D1673,1169,1,240.11,0.0581
D1674,2537,4,216.5,0.0847
D1675,2259,3,148.27,0.0305
D1676,2020,1,291.0,0.0712
D1677,2261,1,181.63,0.0803
D1678,961,1,269.01,0.0208
D1679,858,0,170.57,0.0555
D1680,1327,1,246.14,0.0697
D1681,610,0,164.2,0.0408
D1682,2861,4,247.1,0.0493
D1683,1869,0,360.44,0.0209
D1684,1902,3,159.49,0.0656
D1685,2969,5,258.06,0.0373
D1686,1817,1,178.17,0.0971
D1687,505,0,204.97,0.0499
D1688,1025,0,199.65,0.0251
D1689,1638,3,184.31,0.0976
D1690,504,0,187.02,0.0811
D1691,2107,4,127.89,0.097
D1692,1003,1,242.68,0.0401
D1693,2570,1,211.89,0.0567
D1694,1984,1,189.47,0.0939
D1695,1559,2,227.24,0.0282
D1696,1751,2,307.14,0.0353
D1697,2222,3,211.45,0.0477
D1698,1685,3,166.3,0.0153
D1699,2435,3,155.05,0.0617
D1700,2977,8,156.84,0.0377
D1701,1436,1,180.43,0.0027
D1702,2715,2,198.41,0.0367
D1703,1030,2,183.84,0.0717
D1704,1869,1,213.44,0.0492
D1705,2023,3,209.52,0.0113
D1706,2751,3,162.67,0.0243
D1707,2904,5,168.06,0.0075
D1708,2012,3,232.5,0.0518
D1709,2731,3,166.31,0.0329
D1710,2556,6,255.58,0.0419
D1711,1622,1,241.57,0.0954
D1712,679,0,239.9,0.0798
D1713,2524,2,212.1,0.0741
D1714,2932,4,157.45,0.0388
D1715,2913,5,178.56,0.0972
D1716,1671,0,240.39,0.0198
D1717,2962,1,239.4,0.044
D1718,2307,2,223.07,0.02
D1719,2312,4,177.67,0.0895
D1720,1412,2,141.72,0.0328
D1721,1366,1,229.19,0.0415
D1722,2476,1,264.21,0.0341
D1723,785,1,130.51,0.0216
D1724,2417,3,194.08,0.0963
D1725,2345,4,141.74,0.0516
D1726,1227,0,119.97,0.0912
D1727,844,1,208.84,0.0034
D1728,1786,3,152.79,0.0529
D1729,1697,2,243.55,0.0697
D1730,1193,2,222.86,0.0576
D1731,2768,3,184.6,0.0464
D1732,1518,4,297.2,0.0935
D1733,1218,2,168.65,0.0883
D1734,1216,2,197.95,0.0079
D1735,1097,0,196.76,0.0213
D1736,2746,0,204.65,0.0774
D1737,1350,4,152.99,0.0925
D1738,2889,3,180.62,0.0992
D1739,2351,2,207.88,0.0968
D1740,2346,2,209.75,0.0449
D1741,2292,1,253.85,0.0333
D1742,2262,2,178.78,0.0294
D1743,729,0,187.42,0.036
D1744,2263,4,219.44,0.0997
D1745,2763,3,130.13,0.0854
D1746,1930,2,268.92,0.0778
D1747,2534,3,188.19,0.066
D1748,2847,3,207.08,0.0725
D1749,701,1,220.85,0.0191
D1750,2273,1,150.77,0.0194
D1751,712,0,150.62,0.0797
D1752,2490,3,237.07,0.1
D1753,2787,3,238.96,0.021
D1754,2642,3,232.97,0.0673
D1755,1005,0,257.45,0.0346
D1756,1179,0,168.82,0.0182
D1757,817,0,145.53,0.053
D1758,1178,1,288.42,0.0174
D1759,1859,4,225.97,0.0582
D1760,982,0,242.08,0.0725
D1761,691,1,219.51,0.0511
D1762,1975,1,163.29,0.0115
D1763,2310,1,133.55,0.0512
D1764,2945,1,162.88,0.0404
D1765,2050,4,246.4,0.0938
D1766,2305,3,210.42,0.0455
D1767,2238,2,94.88,0.0466
D1768,703,0,267.25,0.0511
D1769,975,1,228.66,0.0848
D1770,1829,0,142.0,0.0626
D1771,2367,4,287.37,0.0411
D1772,1671,2,99.61,0.0292
D1773,2613,2,243.05,0.0487
D1774,2877,2,223.95,0.0519
D1775,668,1,104.33,0.0169
D1776,2907,2,197.49,0.0439
D1777,1711,3,199.4,0.0613
D1778,1665,3,151.1,0.0486
D1779,1159,0,185.81,0.0581
D1780,870,0,259.52,0.0042
D1781,2971,4,275.77,0.0318
D1782,2878,2,257.32,0.093
D1783,1410,2,133.09,0.0042
D1784,2164,4,210.03,0.0528
D1785,1973,2,212.35,0.0661
D1786,829,0,143.74,0.0395
D1787,2462,5,315.3,0.0696
D1788,2172,3,130.03,0.0907
D1789,2190,3,153.84,0.06
D1790,1274,3,226.83,0.0568
D1791,710,2,212.08,0.0149
D1792,1610,3,125.11,0.0679
D1793,2725,4,172.83,0.0709
D1794,2600,3,210.52,0.0025
D1795,2098,1,159.72,0.0103
D1796,1921,4,192.03,0.0699
D1797,1712,3,129.65,0.0175
D1798,2000,2,114.7,0.06
D1799,1905,3,184.52,0.0863
D1800,2313,0,209.6,0.0655
D1801,997,0,205.9,0.0537
D1802,1800,2,95.02,0.0307
D1803,2951,0,282.18,0.0225
D1804,1458,2,216.15,0.0622
D1805,2506,3,237.22,0.0744
D1806,1665,2,253.06,0.0703
D1807,507,0,212.28,0.0325
D1808,1078,1,196.16,0.0899
D1809,2467,2,292.87,0.0878
D1810,1324,2,111.31,0.0749
D1811,2239,2,238.8,0.0405
D1812,889,2,225.72,0.0949
D1813,1529,1,231.47,0.0691
D1814,509,1,185.05,0.0125
D1815,529,1,181.79,0.0353
D1816,2569,4,301.25,0.0247
D1817,2754,2,243.71,0.0022
D1818,1725,2,208.63,0.0217
D1819,1986,1,209.61,0.0697
D1820,1757,2,204.72,0.0281
D1821,2748,0,224.23,0.0798
D1822,2793,2,213.37,0.054
D1823,2093,3,225.82,0.0137
D1824,1721,3,137.75,0.0517
D1825,911,1,218.74,0.0916
D1826,1102,1,211.91,0.0912
D1827,809,0,248.45,0.0054
D1828,1162,1,263.26,0.0062
D1829,1701,2,270.8,0.0916
D1830,1211,1,173.66,0.0844
D1831,1113,1,223.57,0.0119
D1832,2478,1,263.59,0.0467
D1833,713,1,223.17,0.0179
D1834,2758,4,183.35,0.0353
D1835,2201,6,241.34,0.0282
D1836,2404,2,187.13,0.0598
D1837,1678,3,239.23,0.0668
D1838,1258,0,238.64,0.0307
D1839,2922,1,222.46,0.0894
D1840,1200,1,159.22,0.0948
D1841,1349,0,133.17,0.0906
D1842,2408,1,227.45,0.0021
D1843,2460,2,133.04,0.0303
D1844,2084,2,244.66,0.0117
D1845,2258,1,208.65,0.0734
D1846,2855,5,190.86,0.0056
D1847,732,2,172.79,0.0692
D1848,2423,3,237.3,0.0186
D1849,1678,5,192.04,0.0844
D1850,1833,3,150.68,0.0657
D1851,943,0,192.27,0.0367
D1852,2530,3,196.99,0.0562
D1853,1972,3,184.64,0.0918
D1854,2596,5,268.45,0.0387
D1855,1289,1,169.67,0.0819
D1856,1170,2,198.76,0.0319
D1857,992,2,238.27,0.033
D1858,1051,0,253.67,0.0458
D1859,2053,1,219.08,0.0494
D1860,2876,2,251.21,0.0423
D1861,2625,2,190.28,0.076
D1862,2806,5,233.29,0.0109
D1863,2871,4,205.33,0.0888
D1864,818,3,218.28,0.055
D1865,1557,4,170.83,0.0828
D1866,1341,1,270.52,0.0406
D1867,1755,2,326.56,0.0151
D1868,2831,4,137.31,0.027
D1869,2045,2,287.56,0.0191
D1870,2106,2,171.13,0.0424
D1871,2562,3,146.72,0.0763
D1872,1296,4,115.81,0.0354
D1873,2065,0,124.01,0.0999
D1874,996,2,166.39,0.0548
D1875,685,1,136.86,0.0052
D1876,1424,3,138.52,0.0712
D1877,2660,5,139.68,0.0581
D1878,2467,4,160.2,0.0399
D1879,1257,2,159.57,0.0458
D1880,2874,6,261.2,0.0954
D1881,1706,5,193.27,0.085
D1882,2220,1,205.73,0.0094
D1883,798,0,199.92,0.0109
D1884,2632,4,191.14,0.0905
D1885,1261,4,222.2,0.0718
D1886,1765,2,185.97,0.0787
D1887,2187,4,159.8,0.016
D1888,529,0,244.45,0.066
D1889,515,0,181.71,0.0706
D1890,1720,2,192.53,0.084
D1891,2511,3,166.71,0.0047
D1892,2962,2,253.26,0.0793
D1893,2081,0,195.54,0.0349
D1894,2947,2,280.51,0.0154
D1895,1524,0,221.85,0.077
D1896,1453,3,240.06,0.073
D1897,2621,1,188.44,0.0817
D1898,2877,5,197.68,0.0177
D1899,2190,4,231.13,0.0362
D1900,1062,2,232.61,0.0038
D1901,2752,2,246.95,0.0539
D1902,1100,0,123.51,0.0888
D1903,2556,3,181.51,0.0452
D1904,1933,4,211.78,0.0342
D1905,1542,2,199.32,0.0116
D1906,2122,4,144.66,0.0603
D1907,2262,2,178.24,0.0085
D1908,1493,2,134.26,0.0756
D1909,2493,0,212.24,0.0272
D1910,661,1,263.76,0.0702
D1911,2309,5,167.43,0.0314
D1912,1350,1,106.66,0.0171
D1913,2562,1,204.36,0.0859
D1914,2935,5,149.61,0.0945
D1915,2487,2,178.82,0.0638
D1916,1668,6,122.06,0.0028
D1917,2786,2,221.06,0.0303
D1918,1404,3,242.34,0.0735
D1919,819,0,257.19,0.0673
D1920,570,1,187.29,0.0761
D1921,2046,1,140.82,0.037
D1922,2209,4,180.77,0.004
D1923,2919,6,258.88,0.0575
D1924,2352,5,166.15,0.0346
D1925,954,0,188.33,0.0789
D1926,1521,3,214.64,0.0593
D1927,2593,1,201.55,0.0888
D1928,2370,3,191.91,0.097
D1929,2866,8,239.37,0.083
D1930,949,3,129.32,0.009
D1931,1808,4,256.11,0.0937
D1932,898,0,221.44,0.0147
D1933,2733,1,148.32,0.0851
D1934,660,0,196.11,0.0305
D1935,2325,3,167.69,0.0466
D1936,1975,2,236.86,0.0074
D1937,1280,0,225.27,0.0996
D1938,875,0,194.59,0.0927
D1939,1160,3,123.07,0.0737
D1940,1369,1,220.07,0.098
D1941,1489,2,214.01,0.0523
D1942,2764,2,253.38,0.0394
D1943,1848,2,155.34,0.0138
D1944,980,0,198.29,0.0754
D1945,602,0,185.52,0.0145
D1946,1827,1,166.33,0.0697
D1947,567,0,212.83,0.0367
D1948,959,2,174.22,0.0204
D1949,2739,5,239.16,0.0379
D1950,678,0,218.8,0.0862
D1951,697,0,247.51,0.0667
D1952,2410,0,230.17,0.0537
D1953,1769,2,225.96,0.0947
D1954,2168,4,169.31,0.0968
D1955,1843,2,168.71,0.025
D1956,2946,1,211.5,0.0136
D1957,2005,2,221.86,0.0271
D1958,2428,2,183.92,0.008
D1959,1051,3,304.25,0.0036
D1960,1362,1,206.3,0.0507
D1961,1777,0,196.56,0.0788
D1962,2643,2,192.51,0.0464
D1963,1438,2,210.47,0.081
D1964,872,0,197.75,0.0645
D1965,1334,3,186.61,0.0133
D1966,1177,1,266.14,0.0216
D1967,1638,4,179.77,0.0421
D1968,1126,1,101.14,0.0921
D1969,2663,2,222.55,0.0629
D1970,1642,1,273.63,0.0809
D1971,2639,4,171.78,0.0851
D1972,2373,4,180.13,0.0357
D1973,1029,0,241.01,0.0761
D1974,2676,8,176.61,0.0755
D1975,2337,5,190.82,0.0989
D1976,2216,3,216.85,0.024
D1977,1748,1,228.56,0.0112
D1978,2428,4,269.53,0.0652
D1979,819,0,181.2,0.0435
D1980,2056,1,171.95,0.0805
D1981,2242,6,222.91,0.0383
D1982,2281,3,261.97,0.0881
D1983,973,0,105.27,0.0518
D1984,1403,3,133.93,0.0443
D1985,1590,4,128.67,0.0942
D1986,2112,3,224.96,0.03
D1987,2171,2,211.25,0.0721
D1988,2554,7,216.04,0.0335
D1989,1090,0,196.59,0.0787
D1990,1906,2,129.66,0.0852
D1991,2076,2,193.11,0.0969
D1992,1345,3,126.31,0.0937
D1993,515,2,191.92,0.097
D1994,1324,1,189.0,0.0381
D1995,1300,1,267.49,0.0825
D1996,2943,4,323.08,0.0078
D1997,1413,3,204.42,0.0622
D1998,2915,4,205.39,0.0767
D1999,1725,2,188.65,0.0628
D2000,1245,0,245.97,0.0982
D2001,772,1,143.78,0.0296
D2002,1394,3,144.91,0.0673
D2003,635,3,185.19,0.0405
D2004,2621,0,198.85,0.097
D2005,2060,2,170.59,0.028
D2006,2566,2,209.63,0.0617
D2007,674,2,273.05,0.0159
D2008,523,0,200.12,0.0348
D2009,660,1,158.21,0.0016
D2010,1468,3,216.53,0.0955
D2011,1042,0,228.62,0.0154
D2012,1229,2,232.55,0.006
D2013,2235,2,273.7,0.0955
D2014,1272,1,177.92,0.0292
D2015,2514,4,181.82,0.0267
D2016,2485,3,211.04,0.0959
D2017,2363,3,184.9,0.059
D2018,2395,2,152.49,0.0746
D2019,2070,3,215.74,0.0689
D2020,2586,5,135.64,0.011
D2021,1822,6,224.28,0.0448
D2022,1517,2,119.17,0.0072
D2023,2978,4,169.45,0.0516
D2024,1280,1,180.65,0.0016
D2025,866,2,214.76,0.0025
D2026,1712,3,219.74,0.0733
D2027,2785,4,149.06,0.0225
D2028,1222,2,159.27,0.022
D2029,2608,3,172.64,0.0279
D2030,2946,3,137.43,0.0463
D2031,2358,2,234.34,0.0806
D2032,1223,1,167.91,0.0625
D2033,1799,6,226.54,0.0382
D2034,1873,4,146.34,0.099
D2035,2796,4,216.31,0.0892
D2036,2864,3,245.58,0.0596
D2037,2666,0,140.04,0.02
D2038,2877,3,222.38,0.0542
D2039,1858,0,216.01,0.0621
D2040,2323,3,237.65,0.0475
D2041,2567,3,255.41,0.0787
D2042,2062,4,292.08,0.0392
D2043,785,1,148.52,0.0968
D2044,2276,3,211.35,0.0376
D2045,2304,2,234.41,0.0224
D2046,1619,4,227.39,0.0495
D2047,658,0,162.08,0.0041
D2048,611,1,193.37,0.0804
D2049,2580,3,190.1,0.0608
D2050,2311,3,265.03,0.0268
D2051,2173,7,170.71,0.0106
D2052,2546,5,281.29,0.0074
D2053,1239,0,181.95,0.0844
D2054,2952,6,181.44,0.0174
D2055,965,0,212.76,0.0079
D2056,2154,2,254.66,0.0241
D2057,2636,0,271.68,0.0274
D2058,666,2,209.57,0.0353
D2059,1566,2,170.13,0.0344
D2060,1023,1,205.52,0.0884
D2061,1768,3,205.4,0.0922
D2062,1646,1,126.48,0.0433
D2063,2265,2,170.12,0.0396
D2064,719,0,179.32,0.0493
D2065,2622,1,229.78,0.0745
D2066,1014,2,169.6,0.0167
D2067,1665,2,201.94,0.0093
D2068,703,1,165.7,0.0905
D2069,2787,1,171.17,0.0229
D2070,1845,1,217.82,0.0564
D2071,1482,1,121.79,0.0593
D2072,1430,0,190.64,0.0016
D2073,1786,2,186.18,0.01
D2074,1465,0,221.69,0.012
D2075,716,0,249.39,0.038
D2076,2832,2,222.96,0.0624
D2077,1232,2,156.23,0.0825
D2078,2820,3,175.33,0.0425
D2079,2781,5,213.91,0.0801
D2080,550,1,118.71,0.0694
D2081,1572,1,129.88,0.0752
D2082,896,1,197.99,0.0441
D2083,1620,0,185.94,0.0819
D2084,2762,3,206.17,0.0753
D2085,1056,1,206.24,0.0962
D2086,2596,3,191.49,0.0299
D2087,1922,2,157.23,0.0359
D2088,2130,2,186.32,0.0691
D2089,654,0,234.62,0.0576
D2090,1207,0,177.58,0.0455
D2091,612,1,335.76,0.0497
D2092,2798,4,122.35,0.0802
D2093,2974,6,184.84,0.0733
D2094,2578,4,253.5,0.0959
D2095,786,2,145.9,0.0507
D2096,2913,3,147.66,0.0346
D2097,2997,6,199.23,0.0875
D2098,706,0,150.97,0.0345
D2099,2498,2,206.42,0.0586
D2100,1211,4,208.82,0.0851
D2101,1049,5,127.69,0.0022
D2102,2594,5,282.2,0.0661
D2103,1865,2,246.42,0.0708
D2104,2079,2,203.49,0.0224
D2105,2112,2,182.17,0.0449
D2106,634,3,163.86,0.0998
D2107,2051,2,178.95,0.0733
D2108,1520,2,125.12,0.0869
D2109,2019,3,159.51,0.0516
D2110,1833,2,229.17,0.0362
D2111,1717,0,178.21,0.091
D2112,2793,1,198.36,0.039
D2113,533,0,334.1,0.062
D2114,2102,2,166.98,0.0692
D2115,611,3,225.57,0.0421
D2116,2529,8,179.04,0.0013
D2117,1605,1,157.45,0.0366
D2118,730,0,146.5,0.0052
D2119,2902,8,146.35,0.0565
D2120,1693,1,224.04,0.0924
D2121,987,2,120.39,0.0042
D2122,791,1,230.64,0.0174
D2123,960,0,196.85,0.0605
D2124,1657,4,210.79,0.0189
D2125,2991,3,146.06,0.0363
D2126,2797,3,242.16,0.0014
D2127,2678,3,214.15,0.0137
D2128,1525,1,216.55,0.0336
D2129,2119,3,239.06,0.097
D2130,576,0,189.23,0.0055
D2131,1005,0,299.08,0.0527
D2132,2173,3,123.02,0.0076
D2133,1058,0,287.9,0.021
D2134,2611,3,228.03,0.0995
D2135,1977,2,111.23,0.0347
D2136,1166,0,74.85,0.0729
D2137,1011,0,273.87,0.0925
D2138,2719,0,145.35,0.0357
D2139,2941,3,268.44,0.0306
D2140,506,0,248.05,0.0549
D2141,1810,0,270.99,0.0664
D2142,2176,3,301.52,0.076
D2143,774,2,246.2,0.0869
D2144,2784,7,105.56,0.0082
D2145,2672,5,200.18,0.056
D2146,1741,2,190.27,0.0654
D2147,1537,2,197.99,0.032
D2148,1478,3,174.9,0.0127
D2149,1253,2,280.83,0.0118
D2150,2186,3,167.03,0.0215
D2151,2837,6,222.78,0.0729
D2152,1646,2,160.34,0.028
D2153,2938,4,177.74,0.0353
D2154,1451,0,187.13,0.0044
D2155,609,0,261.19,0.0585
D2156,2294,4,247.46,0.0645
D2157,2635,4,136.93,0.0453
D2158,1601,2,125.46,0.0569
D2159,1204,1,206.35,0.0011
D2160,2491,3,150.27,0.0522
D2161,1835,3,156.12,0.047
D2162,2865,3,227.74,0.064
D2163,2155,1,282.61,0.0687
D2164,1053,1,177.68,0.0453
D2165,2333,0,105.4,0.0333
D2166,1979,1,196.89,0.0515
D2167,1924,5,168.02,0.0065
D2168,2555,4,130.26,0.037
D2169,1473,3,180.63,0.0265
D2170,1039,1,235.63,0.0897
D2171,1547,1,194.87,0.0854
D2172,2071,4,268.18,0.0188
D2173,1872,4,87.13,0.0874
D2174,943,0,195.21,0.0631
D2175,1768,2,235.07,0.0727
D2176,892,1,204.3,0.0055
D2177,1535,3,157.9,0.0653
D2178,1562,5,136.64,0.0214
D2179,2840,4,224.98,0.0871
D2180,1896,2,244.22,0.0689
D2181,1929,2,132.72,0.0394
D2182,2405,4,182.16,0.0383
D2183,1555,4,197.91,0.0623
D2184,517,1,115.9,0.0121
D2185,2971,1,205.14,0.0329
D2186,1931,3,190.44,0.0448
D2187,2721,5,209.73,0.02
D2188,2107,0,250.66,0.0983
D2189,566,2,145.17,0.0443
D2190,570,0,238.15,0.0665
D2191,744,1,267.67,0.0817
D2192,1651,2,177.26,0.0042
D2193,2707,4,192.94,0.0946
D2194,2440,2,329.58,0.0939
D2195,2332,2,173.58,0.0859
D2196,1980,2,181.72,0.0069
D2197,831,2,215.08,0.0397
D2198,1737,1,187.06,0.0275
D2199,1219,0,188.14,0.0682
D2200,1571,2,216.43,0.0354
D2201,581,2,214.41,0.0623
D2202,1679,1,147.44,0.0363
D2203,616,1,126.82,0.0461
D2204,1159,3,181.0,0.0293
D2205,1134,1,241.99,0.0429
D2206,1479,2,215.05,0.0945
D2207,2204,1,246.37,0.0366
D2208,1360,1,280.23,0.0478
D2209,1760,2,276.74,0.089
D2210,2469,3,96.98,0.043
D2211,815,0,213.68,0.0875
D2212,1467,2,254.53,0.0874
D2213,1147,0,262.74,0.0849
D2214,946,1,262.58,0.023
D2215,1662,3,261.87,0.0722
D2216,1859,3,278.92,0.0874
D2217,1444,3,136.26,0.008
D2218,1502,1,177.37,0.0025
D2219,2461,3,242.37,0.0998
D2220,2172,1,240.18,0.0973
D2221,1357,2,219.41,0.0851
D2222,2182,2,191.87,0.0396
D2223,2635,4,167.99,0.0635
D2224,2222,3,225.4,0.0758
D2225,1208,2,159.5,0.0891
D2226,1084,2,244.57,0.0895
D2227,2606,3,196.37,0.0751
D2228,2083,1,157.5,0.0516
D2229,979,2,168.66,0.0325
D2230,678,0,143.5,0.0214
D2231,2848,2,220.88,0.0787
D2232,2002,2,153.23,0.0326
D2233,2215,2,239.81,0.068
D2234,1780,1,110.23,0.0955
D2235,687,1,184.21,0.0487
D2236,725,2,198.85,0.0096
D2237,795,0,159.1,0.0536
D2238,677,4,276.42,0.0573
D2239,2982,3,250.18,0.0433
D2240,1482,3,162.07,0.0839
D2241,2188,9,198.51,0.08
D2242,1261,2,226.23,0.0533
D2243,1590,3,191.19,0.0191
D2244,1314,4,207.41,0.0068
D2245,949,1,198.23,0.0405
D2246,2196,4,173.65,0.0112
D2247,915,2,109.85,0.017
D2248,1594,0,204.94,0.0702
D2249,1992,3,180.53,0.0605
D2250,2715,4,134.16,0.0313
D2251,1643,1,182.98,0.0905
D2252,1651,2,200.01,0.0647
D2253,1886,1,187.68,0.0288
D2254,2518,3,221.26,0.0261
D2255,2659,1,231.76,0.0767
D2256,2916,4,148.69,0.0378
D2257,1413,0,237.62,0.0622
D2258,912,1,170.59,0.0527
D2259,1779,1,232.55,0.0206
D2260,1750,3,283.11,0.0935
D2261,2194,1,170.27,0.0562
D2262,1491,2,178.87,0.0747
D2263,1537,2,202.54,0.0192
D2264,2782,4,210.5,0.0949
D2265,2304,2,194.32,0.0198
D2266,1758,1,216.74,0.0126
D2267,626,2,284.84,0.0357
D2268,532,2,143.24,0.0452
D2269,2231,3,185.48,0.0747
D2270,1669,2,235.79,0.0339
D2271,1618,0,175.83,0.0292
D2272,2325,3,234.31,0.0663
D2273,1782,0,167.57,0.0082
D2274,2557,3,158.34,0.0602
D2275,2413,1,205.97,0.0697
D2276,2172,5,210.87,0.0185
D2277,2246,2,263.55,0.0889
D2278,1580,2,183.65,0.0415
D2279,2648,5,271.68,0.0683
D2280,1824,2,255.95,0.0567
D2281,2673,3,193.78,0.0554
D2282,1710,1,248.26,0.0451
D2283,2996,2,228.08,0.0155
D2284,2146,2,190.07,0.0634
D2285,1553,3,190.36,0.075
D2286,2948,1,133.02,0.0811
D2287,1988,6,215.75,0.0738
D2288,2495,3,231.2,0.0257
D2289,1182,0,193.21,0.0428
D2290,2827,3,103.94,0.0073
D2291,793,0,141.73,0.065
D2292,2018,2,273.53,0.0464
D2293,770,1,196.3,0.0439
D2294,2875,3,179.53,0.0265
D2295,2006,3,313.45,0.0663
D2296,1448,3,209.42,0.0255
D2297,1581,1,251.14,0.0025
D2298,2919,2,215.14,0.0501
D2299,934,1,155.72,0.0135
D2300,919,3,181.84,0.0149
D2301,2508,2,185.97,0.0876
D2302,1114,1,169.2,0.097
D2303,2400,1,199.43,0.0466
D2304,1310,0,145.49,0.0162
D2305,1249,1,211.6,0.0978
D2306,1869,1,144.01,0.0274
D2307,1190,1,232.09,0.0395
D2308,2398,2,180.85,0.0859
D2309,560,1,330.09,0.0544
D2310,2230,5,308.44,0.0322
D2311,1762,2,127.4,0.0948
D2312,1263,1,191.56,0.0446
D2313,1585,2,196.73,0.0829
D2314,742,0,258.14,0.0296
D2315,1337,1,193.43,0.083
D2316,638,1,159.81,0.0233
D2317,1774,1,184.77,0.0505
D2318,649,2,231.03,0.0695
D2319,1921,2,246.73,0.064
D2320,2548,3,208.2,0.0362
D2321,1664,3,235.41,0.0815
D2322,2104,2,238.78,0.0434
D2323,1068,0,194.93,0.0657
D2324,1321,1,133.29,0.0234
D2325,2108,4,202.65,0.0587
D2326,2534,3,190.13,0.0597
D2327,1358,4,189.26,0.0047
D2328,1531,2,273.38,0.0152
D2329,1990,5,251.29,0.0795
D2330,2323,1,237.13,0.0434
D2331,1848,2,226.58,0.0945
D2332,1570,7,320.04,0.0528
D2333,2449,1,188.33,0.0497
D2334,2393,3,273.21,0.0831
D2335,2558,6,180.19,0.0126
D2336,551,1,213.18,0.0048
D2337,2612,3,149.41,0.0088
D2338,737,1,190.96,0.0802
D2339,999,1,203.47,0.0092
D2340,728,1,165.8,0.0952
D2341,832,1,188.17,0.0193
D2342,1123,1,92.78,0.0354
D2343,1729,3,135.52,0.0329
D2344,1280,2,262.69,0.0281
D2345,2870,6,195.97,0.0378
D2346,565,1,214.87,0.0052
D2347,2354,3,230.26,0.0589
D2348,1473,2,185.99,0.0864
D2349,2093,1,181.84,0.0424
D2350,2376,1,215.38,0.0023
D2351,1560,1,177.32,0.0335
D2352,2337,2,226.2,0.0621
D2353,1784,5,248.61,0.0908
D2354,1659,4,144.1,0.0239
D2355,2743,4,186.57,0.0501
D2356,2921,6,217.38,0.0644
D2357,2644,4,211.53,0.0285
D2358,2083,5,231.48,0.057
D2359,2548,6,151.57,0.085
D2360,1122,1,85.55,0.0195
D2361,709,3,258.56,0.0349
D2362,1673,1,205.38,0.0173
D2363,2949,2,254.27,0.0143
D2364,1964,8,188.38,0.0991
D2365,2646,2,168.91,0.0515
D2366,2233,3,115.12,0.0491
D2367,1791,3,265.27,0.0498
D2368,2448,3,172.06,0.0332
D2369,689,1,134.07,0.02
D2370,2242,3,254.35,0.028
D2371,2277,2,244.4,0.0951
D2372,2952,6,185.53,0.0701
D2373,833,2,167.97,0.054
D2374,953,1,254.53,0.0211
D2375,1367,2,173.22,0.0046
D2376,813,2,223.73,0.041
D2377,1261,2,190.59,0.0058
D2378,727,1,220.96,0.0831
D2379,1286,3,153.69,0.0133
D2380,1261,2,150.55,0.0359
D2381,692,0,169.64,0.081
D2382,953,1,126.29,0.0555
D2383,2749,4,257.21,0.0105
D2384,1773,2,121.09,0.0702
D2385,1164,4,223.88,0.0546
D2386,2104,0,154.14,0.0889
D2387,773,0,106.17,0.0659
D2388,631,0,160.05,0.0439
D2389,2920,7,192.79,0.0829
D2390,876,1,193.16,0.0681
D2391,625,0,235.93,0.036
D2392,640,1,192.01,0.049
D2393,1575,5,257.35,0.0897
D2394,2140,5,196.76,0.0927
D2395,764,0,273.29,0.0219
D2396,798,2,254.63,0.0233
D2397,568,2,205.07,0.0297
D2398,2840,3,162.31,0.0136
D2399,661,1,186.12,0.0756
D2400,2703,6,227.28,0.049
D2401,2697,6,102.24,0.0763
D2402,1973,1,122.28,0.0366
D2403,2599,4,222.39,0.0077
D2404,1644,2,132.01,0.0474
D2405,1705,2,182.62,0.0397
D2406,2272,3,221.94,0.0679
D2407,1082,1,201.16,0.0258
D2408,2063,3,179.12,0.0932
D2409,1919,0,174.99,0.0583
D2410,2940,4,226.6,0.0212
D2411,1555,2,203.27,0.0169
D2412,2905,2,162.22,0.0198
D2413,810,2,174.03,0.0079
D2414,1863,3,200.36,0.0784
D2415,1108,2,285.79,0.0908
D2416,2328,1,204.67,0.0576
D2417,1505,1,211.64,0.0586
D2418,2477,2,118.21,0.0944
D2419,2601,4,229.51,0.092
D2420,2744,4,217.29,0.0786
D2421,2035,5,278.79,0.0879
